turku_text,region
"Şu derenin uzunu
Kıramadım buzunu
Aldım elin kızını
Çekemedim nazını

Şu dağlar ulu dağlar
Etrafı sulu dağlar
Ben derdimi söylersem
Gök durur bulut ağlar

Şu dağlar olmasaydı
Çiçeği solmasaydı
Ölüm Allah'ın emri
Ayrılık olmasaydı
",sivas
"Şu fanide birdir benim sevdiğim
Bilmem melek midir yoksa hur' m'ola
Böyle bir güzellik insanda olmaz
Devretsem arasam aceb var m'ola

Naz ile salınır güzeller başı
Kudretten çekilmiş karadır kaşı
Çözülmüş düğmeler görünür döşü
Yüce dağ başına yağan kar m'ola

Elvan elvan döner eller kınadan
Bir bergüzar aldım yavru sunadan
Bu surette insan doğmaz anadan
İnci m'ola sedef m'ola dür m'ola

Ruhsati gam sardı her bir yerimden
Bir karanlık duman gitmez serimden
Beni ayırdılar nazlı yarimden
Onlara öcümü Mevla'm kor m'ola
",sivas
"(aman) Şu gurbet ellerin yeli sert olur
Bir garip kuzuya da dünya kurt olur
Eller bayram eder de bize dert olur
Garip bülbül gibi de dallarda kaldım

(aman) Allah da gurbet ellerinde alma canımı
Duyar düşmanlarım da şadıman olur
Yıkıp viran etme fakirhanemi
Ufacık yavrularım var da perişan olur
",sivas
"Şu yaylanın oylumuna
Kuşlar konar yaylımına
Gel hakkını helal eyle
Geldik yolun ayrımına

Penceresi kara boya
Kurban olum sizin köye
Sizin köyde bir güzel var
Saramadım doya doya

Keklik uçtu dağa düştü
Şavkı bizim bağa düştü
Senden başka yar sevmedim
Benim gönlüm sana düştü
",sivas
"Söyle tarhanaya(1) çeksin göçünü
Şükür Yaradan 'a belli yaz geldi
Uzun kısa gücük mücük defoldu(2)
Cennetin misali allı(3) yaz geldi

Karakışın eksik olmaz(4) dumanı
Zemheri de hiç vermiyor amanı
Yine mart ayının vardır imanı
Gözyaşı dökerek selli yaz geldi

Misafir alıyor dağların başı
Şükür gitti evden kışın telaşı
Yaz çiçeği çiğdem gösterir başı
Usul boylu ince belli yaz geldi

Pehlivanlar kispet giyer güleşir
Koyun kuzu dertli dertli meleşir
Ötüşür bülbüller güle dolaşır(5)
Tomurcuk verecek güllü yaz geldi

Sehil kuşu uykusundan uyandı
Çiçekler her türlü renge boyandı
Dul avratla öksüz oğlan sevindi
İzanlı ekvanlı yelli yaz geldi

Abrul beşi çıkmayınca gücerek
Deliktaş'ın yazı gelir geçerek
Çiftimizi yavaş yavaş becerek
Sana müjde sağlı sollu yaz geldi

Gönül vaz gel Deliktaş'ın başından
Tanı tarikatın yapış peşinden
Mevla'm esirgesin gönül kışından
Hey Ruhsati nice yollu yaz geldi
",sivas
"Ta ezelden meyil verdik bu sırra
Mayası Hak'dandır boyandık nura
Arşdan yüz dört kitab inince yere
Kur'an Muhammed'e inen Ali'dir

Ali'm Zülfikar'ı ele alınca
Şeriatı tarikatta bulunca
Kudüs-Şerif cami'ine girince
Temcid ezanı okuyan Ali'dir

Şems ü Kamer zuhur etti cihane
Sofu yoktur tuttuğu iş bahane
Yarın varılınca ulu divane
Divanda suçunu soran Ali'dir

Kim getürdü muvafıkı cemine
La'net olsun ol Yezid'in şanına
Taliblik etmedi kerem kanına
Yezid'i dergahdan süren Ali'dir

Dergaha akıyor pınarın başı
Alnında yıldızı tuğradır başı
İmam Hasan on iki imamlar başı
Güneş Hüseyn dersin veren Ali'dir

İmam Zeynal kalbimizde salavat
Şah imam Bakır'dan bulduk mahabbet
Ca'fer'i görünce artıyor firkat
Serimi sevdaya salan Ali'dir

Kazım-ı Musa Rıza'ya varalım
Taki Naki Askeri'yi görelim
On iki imamlara yüzler sürelim
İmamları candan seven Ali'dir

Hasan Askeri'nin açıldı bahtı
Doksan bin erle kıla hucceti
Menşurun sahibi Muhammed
Mehdi Kıyamda yarasın saran Ali'dir

İsa peygamberim Şam'a girince
Yer ve gök titredi Ali gelince
Ali'm Zülfikar'ı ele alınca
Yezid'i bölük bölük eden Ali'dir

Gel hey Derviş Ali'm Hızır üstadım
Muhammed Ali'den vardır küşadım
Yedi derya gibi artar feryadım
İçüp serçeşmeden kanan Ali'dir
",sivas
"Tecer Dağı kadar yüce değeri
Tanımayan tanımalı Sivas'ı
Ulu Atatürk'ün gözde şeheri
Tanımayan tanımalı Sivas'ı

Sokağına balı döksen yalanır
Kızılırmak kıvrım kıvrım dolanır
Hediyelik süs eşyası bulunur
Tanımayan tanımalı Sivas'ı

Tarihi eserler yurdun tapusu
Şifalı suları sağlık kapısı
Sayılmıyor güzelliğin hepisi
Tanımayan tanımalı Sivas'ı

Selçukludan kalma temeli taşı
Halil Rifat Paşa tarihi kişi
Sivas'ın simgesi madımak aşı
Tanımayan tanımalı Sivas'ı

Ne güzeldir halı kilim nakışı
Gönülden gönüle dostluk akışı
Bakalım Sivas'a bir kuş bakışı
Tanımayan tanımalı Sivas'ı

Cumhuriyet için ilk adım oldu
Gönüller cihatla sevgiyle doldu
Düşmanın gülleri açmadan soldu
Tanımayan tanımalı Sivas'ı

Sayılmaz şairi ozanı vardır
Sazının akordu düzeni vardır
Hakkında kitaplar yazanı vardır
Tanımayan tanımalı Sivas'ı

Veysel Baba peteğimiz balımız
Kul Ruhsati meyve veren dalımız
Pir Sultan da has bahçeden gülümüz
Tanımayan tanımalı Sivas'ı

Sivas'ı anlatmak bizim konumuz
Ahmet Ayık şerefimiz şanımız
Hamza ciğerimiz Öztürk canımız
Tanımayan tanımalı Sivas'ı

Demir vardır toprağında dağında
Kekik kokar yaylasında bağında
Daha da gelişsin bilgi çağında
Tanımayan tanımalı Sivas'ı

Çerkez'in Kahvesi hoşça bir yerdir
Sohbeti koyudur fikirler hürdür
Gönlüne göre de arkadaş vardır
Tanımayan tanımalı Sivas'ı

Nice güzellikler güzelce sardı
Lutf-ı ilahidir Yaradan verdi
İşsizlik buranın biricik derdi
Tanımayan tanımalı Sivas'ı

Hamit der ki Sivas girdi içime
Hatırlanır seçimlerden seçime
Gelmemiştir özlediğim biçime
Tanımayan tanımalı Sivas'ı
",sivas
"Tarihe noktalar atıldı burda
Dört Eylül Kong(ı)re başı Sivas'ın
Nur olsun atamız yaşasın nurda
Zikir şükür daim işi Sivas'ın

Ağır meclislerde rengimiz solmaz
Hak ile hak olmuş gayrıyı bilmez
Cevherleri çoktur kendinde kalmaz
Altınla yarışır taşı Sivas'ın

Çoktur ezanları dinleyen doymaz
Ulema yurdudur cahile uymaz
Parçalar düşmanı vatana koymaz
Orduda bulunsa beşi Sivas'ın

Saygıyı sevgiyi başta götürür
Arifler ülkesi müşkül bitirir
Minderde hepsini tuşa getirir
Hepsinin üstünde döşü Sivas'ın

Onurumuz yüksek dünyaya karşı
Göklerde bayrağım ufukta marşı
Aşk-u niyaziyle çınlatır arşı
Asumanı sallar coşu Sivas'ın

Tefekkürde leyl ü nehar sayıklar
Kırmızı suratlı pala bıyıklar
Pehlivan Hocası Ahmet Ayıklar
Dünyaca tanınmış kişi Sivas'ın

Hacısı-hocası arif sözlüdür
Aşığa maşuğa yanık özlüdür
Ojesiz boyasız kara gözlüdür
Karadır çatıktır kaşı Sivas'ın

Arabi Farisi alim türüyor
Rençperler özenip ekip sürüyor
Allah rızkımızı çokça veriyor
İçi de nurludur dışı Sivas'ın

Düğünde bayramda yarış atları
Dünyaya şan verdi Kangal itleri
Kimya eti yiyen koyun etleri
Döneri köftesi şişi Sivas'ın

Kapalı hürmetkar kızı karısı
Asri kovanları balda arısı
Havucu pancarı mısır darısı
Pastırmalı ekmek pişi Sivas'ın

Yazın yaylaları bahçesi bağı
Gölgeleri hoştur yaşamak çağı
Sütleri meşhurdur kaymağı yağı
Yoğurdu kaymağı keşi Sivas'ın

Ağızlık takımı Sivas çakısı
Kepenek suyundan döner sakisi
Torna tezgahları hali dokusu
Göz nuru emeği işi Sivas'ın

Yıldızlar misali ışıklar yanar
Aşıklar maşukun elinden kanar
Her yanı gül gonca bülbüller konar
Allah'ı zikreder kuşu Sivas'ın

Kangal'ın köyünden bende ozanlar
Kırk sekiz yılından beri yazanlar
Nifak söküp varsa ara bozanlar
Kör etsin ekmeği aşı Sivas'ın

Sivas'ın çevresi şehit yatıyor
Sağları mücevher inci satıyor
Yetmişlik Berdari doğmuş batıyor
Allah'a emanet eşi Sivas'ın
",sivas
"Tarihine baktım çileyle geçmiş
Ne kadar mahzundu bir Sivas Sivas
Hilekârlar sana çok yara açmış
Dostun acep kimdir gör Sivas Sivas

Nerede sende ki yetişen yiğit
Aşıklar üstüne eylemiş ağıt
Ağaçlar ki kalem topraklar kağıt
Derdin sığdıramaz der Sivas Sivas

Gariplerin ekmeğisin aşısın
Zulüm çok bu yükü nasıl taşısın
İnanırım şehirlerin başısın
İnsanlar hakkını yer Sivas Sivas

Hasta olan gelir derdini açar
Hele kaynakları şifalar saçar
Burada kalkınır bırakır kaçar
Böylece hayali kur Sivas Sivas

Yiyen azar gider ekmeğin aşın
Çok kıymetli mermer mozaik taşın
Hani Erzurum'dur özge kardeşin
Önüne çekerler sur Sivas Sivas

Kızılırmak'ından Kızıl Dağı'ndan
Yoğurdundan kaymağından yağından
Altınay söyledi gönül bağından
Bir zaman derlerdi hür Sivas Sivas
",sivas
"Tarihlerde şanı vardır
Yurdumun sağ kolu Sivas
Cumhuriyetin temeli
Hürriyetin yolu Sivas

Atasına kucak açtı
Eli silah tutan koştu
İstiklal için savaştı
Vatanperver dolu Sivas

Bozulmaz birliği vardır
İnsanları sadık yardır
Güzeli çok bir diyardır
Gönüllerin gülü Sivas

Mürüvvet kaynağı bura
Garipler sığnağı bura
Aşıklar oymağı bura
Muhabbetin dili Sivas

Tuzla köyünün tuzları
Ekizce'nin karpuzları
Şarkışla'nın tüm kızları
Dokur kilim halı Sivas

Mamure eski mazisi
Demirdir hep arazisi
Hele Divriği yazısı
Cevherlerin bolu Sivas

Meşhur Çepni'nin bağları
Altunyayla buğdayları
Baharda Tecer dağları
Açar yeşil alı Sivas

Var Balıklı Kaplıca'sı
Maden suyu Ilıca'sı
Çermiklerin can hocası
Hekimlerin eli Sivas

Hakikatı görenleri
Varlığını verenleri
Gazi'm çoktur erenleri
Yetiştirmiş veli Sivas
",sivas
"Taze karlar yağmış karın üstüne
Bülbül figan eder gülün üstüne
Dediler ki nazlı yari el almış
Daha iflah olmam bunun üstüne

Ekine gidiyor elinde orak
Ekini kurumuş tarlası ırak
O yari görünce artıyor merak
Ben güzel sevmedim onun üstüne

Gine güz geldi de hava soğudu
Benim nazlı yara meylim çoğudu
Yarden gayrı sevdiceğim yoğudu
Karalar bağladım alın üstüne
",sivas
"Teselli eyledim deli gönlüme
Taktı boynumuza aşkın tuhdunu
Rakibin elinden dolgundur çilem
Zerrece imanı dini yok dini

Muhabbet yolunda kuralım çarşı
Ne yaman yüzlerin satıyor turşu
Bir safa sürelim düşmana karşı 
Geçirmeden güzelliğin vaktini

Biz de Mecnun olduk saçı Leylaya
Halden bilen yok ki derdim söyleyem
İntikamım saldım kadir Mevlaya
Tarümar eylesin tacu tahtını

Yana yana kara bağrım taş oldu
Kan karıştı iki gözüm yaş oldu
Geze geze bir soysuza duş oldu
Gördünüz mü Ruhsati'nin bahtını
",sivas
"Elde sermayem hemen
Tevbe estağfurullah
Aman Allah'ım aman
Tevbe estağfurullah

Nusret ver(1) imanıma
Nefsi salma yanıma
Dayanırım Sübhan'ıma
Tevbe estağfurullah

Arayıp da bulduğum
Şeyhten(2) izin aldığım
Daha yoktur bildiğim
Tevbe estağfurullah

Nakşi'den giydim tacım
Zikr ü tesbihtir ilacım
Rahmetine muhtacım
Tevbe estağfurullah

Irak etme imandan
Niyazım budur senden
Ya Rabbi sıdk u candan
Tevbe estağfurullah

Var tevhid sayesine
Döndüm dost sevdasına
Koğ gıybet gayyasına
Tevbe estağfurullah

Çile çektim kışladım
Emmareyi taşladım
Bilir bilmez işledim
Tevbe estağfurullah

İsterim rahmetini
Bilirim kıymetini
Ağlatma Ruhsati'ni
Tevbe estağfurullah
",sivas
"Az mı rah eyledim gurbet ellere
Efendim cananım eylenme tez gel
Bunca sevenlerin yolunu gözler
Allı taban mah-i güneşim tez gel

Dolaşma gurbeti ey şah-i cihan
Yakıyor bağrımı dert ile figan
Aldı yüreğimi gam ile hicran
Derdimin dermanı Lokmanı tez gel
",sivas
"Topraktan bacası kerpiç damları
Halin arz edeyim bizim Sivas'ın
Yazın tozlu kışın çamur yolları
Katmışım özüne özüm Sivas'ın

Kürüdüm bacanın karla samını
Üfler eritirdim buzlu camını
Loğlardım her sene akan damını
Dayanmaz soğuğa dizim Sivas'ın

Baca pilavları bahar ayları
Düğün olur kızlar çeker halayı
Hükümetinönü paşa sarayı
Başkadır Havuz'u gözüm Sivas'ın

Payton atı gemlerini geviyor
Bakırcılar bakırını dövüyor
Kuru ayaz burda kendin övüyor
Sazağından sızlar yüzüm Sivas'ın

Kul Mehmet'in vatanısın yurdusun
Yiğitliğin kalesisin burcusun
Fakir memleketi zengin harcısın
Zoruna gitmesin sözüm Sivas'ın
",sivas
"Tumb üstüne oturdum
Pancarımı süpürdüm
Aşırmaya yatırdım

Turşuların şahıdır
Ah pezik lengeri bırak
Guşhaneyle gel beri

Ispanağın gardaşı
Pilavların sırdaşı
Sofraların yoldaşı

Turşuların şahıdır
Ah pezik lengeri bırak
Guşhaneyle gel beri
",sivas
"Acap sizler hangi ilden gelirsiz
Bir haber sorayım durun turnalar
Sılada yarimden neler bilirsiz
Bana bir teselli verin turnalar

Gönüller perişan telleri eğri
Dayanmaz cevrine aşıkın bağrı
Yolunuz uğrarsa o yare doğru
Üstüne kanadı gerin turnalar

Eski sözlerinde yarim durursa
Gözlerimin yaşı bir gün kurursa
Yolunuz o yana doğru varırsa
Ayrılık nicedir sorun turnalar

Ruhsat'ı sorarsa yanıyor bağrı
Gamiyle bunaldı gönlünde ağrı
Haydi varın gidin o yare doğru
Önüne derdimi serin turnalar
",sivas
"Türkiye'nin orta yerde kalesi
Her tarafa açık yönü Sivas'ın
Olmamıştır asla düşman kölesi
Tarihe yazılı ünü Sivas'ın

Gelmiş geçmiş aşıkları söz eri
Bulunur mu Ruhsati'nin benzeri
Adım adım dolu şehit mezarı
Bu yurda fedadır kanı Sivas'ın

Minareden yükselen o sedaya
Yalvarırım dinler iken Hüda'ya
Hiç korkmadan vatan için fedaya
Yine hazır yüz bin canı Sivas'ın

Gel Kaptani geçmişini sayıkla
Şems-i Sivasi'yle nice büyükle
Hamza Yerlikaya Ahmet Ayık'la
Her yana ulaştı şanı Sivas'ın
",sivas
"Türkmen kızı Türkmen kızı
Sen allar gey ben kırmızı
Sen allar gey ben kırmızı
İnelim gül bahçesine
Sen gül topla ben nergizi

Şinanay nay özlerinden
Öpsem ela gözlerinden
Felek bizi ayırdı
Tatlı şirin sözlerinden
Tatlı şirin sözlerinden
",sivas
"Türkmen kızı un eliyor
On parmağın kınalıyor

Nenni de bebek nenni
Nenni de çocuk nenni
Oy nenni
Dilin dişin yerim
Kız sana neler derim
Kömür gözler benim
Vuy nenni

Türkmen kızı süt pişirir
Sütün köpüğün taşırır

Nenni de bebek nenni
Nenni de çocuk nenni
Oy nenni
Dilin dişin yerim
Kız sana neler derim
Kömür gözler benim
Vuy nenni

Yayık yaydım kolum şişti
Kolumdan kol bağım düştü

Nenni de bebek nenni
Nenni de çocuk nenni
Oy nenni
Dilin dişin yerim
Kız sana neler derim
Kömür gözler benim
Vuy nenni
",sivas
"Nasıl meth edeyim şanlı ilçemi
Bellidir bugünü dünü Ulaş'ın
Yollarda geçirdim gündüz gecemi
Boş kalmaz kervanı hanı Ulaş'ın

Kutlu olsun kültür şenlik gecesi
El ele bak yaşlı genci kocası
İlçelere örnek Ulaş kazası
Gelecekte parlak sonu Ulaş'ın

Çok severim yeşil bahar ayını
Güzelleri çeker halay oyunu
Türkiye'de meşhur sütü koyunu
Ziraat çiftliği canı Ulaş'ın

Aşık Kelami'nin Karaşar köyü
Severiz Ulaş'ı Kaymakam Bey'i
Şifa dağıtıyor Tecer'in suyu
Yayıldı dört yana ünü Ulaş'ın
",sivas
"Ulaş kazası da gayet de şirin
Soğuktur suları çevresi serin
Zengini fakiri almıştır yerin
Çiftlikte yozları vardır Ulaş'ın

Ulaş kazası da enginden engin
Burada eylenir en fazla zengin
Dolaşsan dünyayı bulaman dengin
Kaymakam hakimi vardır Ulaş'ın

Ulaş kazası da inceden ince
Belediye Tigem iş verir gence
Güzellikte eşi bulunmaz bence
Gülü gülüstanı vardır Ulaş'ın

Aşık Rüştü'm sevdi Ulaş elini
Bülbüller zabt'etmiş gonca gülünü
Yaylaya çıkarlar kızı gelini
Cennet gibi yeri vardır Ulaş'ın
",sivas
"Ulu şafakların esen yelleri
Eğil yanağından bir yol öpsene
Konuşamaz olmuş tatlı dilleri
Efil efil es de bir can versene

Benzi kehribara dönmüş gördün mü
Sırma saçı tel tel olmuş ördün mü
Terini silip de bir su verdin mi
Misk ü anber kokuları sürsene

Hüzünlü gözleri yakın bakışı
Ay ile güneşe benzer akışı
Odunsuz çırasız beni yakışı
Perişan eyledi beni görsene

Yavrularım öksüz kalır deyişi
Bedeni döşeğe cansız yayışı
Yakasız gömleği sessiz giyişi
Ne olur kadere karşı dursana

Şahini de der ki yandım sızladım
Ablam ölür iken sonun gözledim
Karlar gibi eriyişin izledim
Geri döner mi ki acep sorsana
",sivas
"Yemen değil Hind'e gitsem
Unutamam Sivas seni
Seksen bin yıl yola gitsem
Unutamam Sivas seni

Çünkü sensin ana yurdum
Hayat bulup sende doğdum
Cümle iller olsa yurdum
Unutamam Sivas seni

Elimde var naylon valiz
Herkes olmuş bana haris
Benim olsa şirin Paris
Unutamam Sivas seni

Rıza'm Sivas Yıldızeli
Köyüm Aslandoğmuş belli
İstanbul'a olsam Vali
Unutamam Sivas seni
",sivas
"Bir gün başın son yastığa
Koyacaklar unutma ha
İki komşu gelip bir bir
Soyacaklar unutma ha

Gezen ölüm pazarında
Gelir bugün de yarın da
Bir tahtanın üzerinde
Yuyacaklar unutma ha

Bağlanır kanadın kolun
Nutka kadir olmaz dilin
Mirasçılar bütün malın
Yiyecekler unutma ha

Kan dolar gözün içine
Söz katma sözün içine
Yarım top bezin içine
Saracaklar unutma ha

Felek dinlemez nazını
Kabul etmez niyazını
Beş on kişi namazını
Kılacaklar unutma ha

Bugün kadrin bilemezsin
Gider geri gelemezsin
Bağrına taş çalamazsın
Gömecekler unutma ha

İndirirler kara yere
Karanlık bir ıssız dere
Ne bir mum var ne bir çıra
Koyacaklar unutma ha

Yalınız kalırsın bikes
Evden barktan ümidi kes
Gaipten işitin bir ses
Soracaklar unutma ha

İmanın var ise tende
Yine geri gelir canda
Sual ederler o anda
Vuracaklar unutma ha

Eğer yok ise imanın
Cehenneme varır canın
Semaya çıkar figanın
Yakacaklar unutma ha

Ruhsati ölüm korkusu
Sen ıslah eden herkesi
Kaldır dünyadan hevesi
Görecekler unutma ha
",sivas
"Uslanmadı benim benim divane gönlüm
Şaştım nere gidem gönül senin elinden
Kadir bilmezlere de kul ettin beni de
Şaştım nere gidem gönül senin elinden

Bir arı misali uçar uçar gezersin
Çiçeklerden bal şerbeti süzersin
Revamıdır beni beni böyle üzersin de
Şaştım nere gidem gönül senin elinden
",sivas
"Mahir Bey'in bir tanesi
Uyan nazlı hanım uyan
Rüştü Bey'in pervanesi
Uyan nazlı hanım uyan

Düğüncüler seçilecek
Davette çay içilecek
Yarın bayrak dikilecek
Uyan pembe hanım uyan

Cehizin sırıkla denkle
Beş yüz atlı geldi cenkle
Bahar anan geldi bekle
Uyan nazlı hanım uyan

Bu sırada ölüm çetin
Tepemizden çıktı tütün
Yasın tutsun lala hatun
Uyan pembe hanım uyan

Açsana bülbül dilleri
Kuşanıp kemer şalları
Neye düzdün bu gülleri
Uyan pembe hanım uyan

Kalk dur salını salını
Rüştü Bey'in gör halini
Mihrali Bey'in gelini
Uyan nazlı hanım uyan

Cümle beyler yasa geldi
Kara giydi tasa geldi
Nişanlın Sıvas'a geldi
Uyan pembe hanım uyan

Başlığını kesecekler
Söylemezsek küsecekler
Suretini basacaklar
Uyan telli hanım uyan

Yatma hanım bayın bayın
Müsafirin dağıt çayın
Pazarlık kürkünü giyin
Uyan telli hanım uyan

Ne inişin dibindesin
Ne yokuşun başındasın
Daha on beş yaşındasın
Uyan güzel hanım uyan

Donattılar düzelttiler
Bir tahtaya uzattılar
Ahrete gelin ettiler
Uyan güzel hanım uyan

Mezarına diktiler taş
Götürdüler yavaş yavaş
Rüştü Bey başında göz yaş
Uyan nazlı hanım uyan

Ruhsat da bu derde şaştı
Kasavet kazanı taştı
Eller geldi helallaştı
Uyan nazlı hanım uyan
",sivas
"Sırat'a benziyor Halep Köprüsü
Soramadım Şerefiye hangisi
Tosun at üstünde Çerkez yengesi
Bayrağını çeke çeke gidiyor

Ziyarette Tecer Dağı'n eteği
Yassıpınar güzellerin yatağı
Gülsuyuyla yıkanmıştır otağı
Ab-ı zülal aka aka gidiyor

Çırpınıyor Güneşli'nin kazları
Erken gelir Akpınar'ın yazları
Fistan giyer Methiye'nin kızları
Gül memeyi sıka sıka gidiyor

Viranşehir hep giyinmiş alları
Vatan över bencileyin dilleri
Kürkçüyurt'ta bir kız dermiş gülleri
Sırma saça taka taka gidiyor

Yine arzuladım yari görmeyi
Unutmuşum bir bergüzar vermeyi
Zalim avcı vurmuş telli turnayı
Al kanını döke döke gidiyor

Mühürkulak kaynak sular gözüdür
Takyurt köyü alimlerin izidir
Sakaltutan sarptır yolum azıdır
Keklikçay'dan seke seke gidiyor

Yağdonduran kaynak kaynak koyulur
Şekerpınar dilden dile yayılır
Türkmen göçü Gövdeli'ye ıyılır
Gören aşık baka baka gidiyor

Şu Uzunyayla'yı gezdim gezeli
Köyünü ilini bir bir yazalı
Can yakıcı Çamurlu'nun güzeli
Bellerini büke büke gidiyor

Vasfeden üstadım Aşık Ömer'e
Menba olmuş parti denen pınara
Sayfalar benziyor şems ü kamere
Destanları eke eke gidiyor

Efkarlandım Kırkpınar'ın yolunda
Kan gözükür Tekneli'nin selinde
Aşık Hasan bir gelinin elinde
Gül olmuş da koka koka gidiyor
",sivas
"Üç beş aşık bir araya gelmişler
Onlar birbirine meydan ederler
İkrarından dönmez kadr-i sadıklar
Hakikat sırrını pünhan ederler

Olaydın onların darına berdar
Cümlesine oldu aklım tarumar
On iki koyunum üç beş kuzum var
Gönül yaylasında cevlan ederler

Dertli bu dertlere düşenden beri
Kimi geri çeker kimi ileri
Çeksem irakibi girmez içeri
Hakikate kuru bühtan ederler
",sivas
"Üç kuş idik uçar idik havada
Avcı da vurdu yandım yandım
Kavurdular tavada kara gözlüm tavada
Ne talihsiz aman kul imişim dünyada

(Bağlantı)
İftiradır yandım yandım
İftiradır kara gözlüm iftira
Allah da bizi yandım yandım
Bu sevdadan kara gözlüm kurtara

Çayır uzun aman salı da verdik kazları
Pek nazlıdır yandım yandım
Şu Sivas'ın kara gözlüm kızları
Yaşı küçük aman çekilmiyor nazları

Bağlantı
",sivas
"Dedim dilber seni sevmek niyetim
Dedi ki acırım ben sana vah vah
Dedim neremdedir söyle kusurum
Dedi demedim mi dün sana vah vah

Dedim yanağında bir gül dalı var
Dedi teklif yok ya(1) işte alıver
Dedim dudağından bir şeftali ver
Dedi kaynamadı kan sana vah vah

Dedim bir ikrarlık dudu(2) dilinden
Dedi boşa alıkalma yolundan
Dedim mecnun oldum senin elinden
Dedi tesella ver sen(3) sana vah vah

Dedim mah yüzünü(4) elbet açarım
Dedi zehir ise ben de(5) içerim
Dedim vallah seni alır kaçarım
Dedi zulüm eder han(6) sana vah vah

Dedim geçenlerde(7) kaş etmedin mi
Dedi sırlarımı faş etmedin mi
Dedim Ruhsati'yem işitmedin mi
Dedi kurban olsun can sana vah vah
",sivas
"Vakit yeli ılgıt ılgıt esiyor
Bitti lale sümbül yeşeriyor ha
Yine haber geldi dostun elinden
Firkatlandı didem yaşarıyor ha

Gitti şita geldi bahar erişti
Aktı seller birbirine karıştı
Mart dokuzu abrul beşi yetişti
Her kişi işini başarıyor ha

Aman Ruhsat gibi beste değil ya
Eşinden ayrılmış hasta değil ya
El gibi kulağın seste değil ya
Sabır köşesinde kışarıyor ha
",sivas
"Rızkına da mani olur
Yatan(1) vakt-i seherlerde
İnsanlardan olsun bari
Utan vakt-i seherlerde

Vaktinde durup niyaza
Bırakma sakın iğmaza
Derler ki düşer maraza
Yiten(2) vakt-i seherlerde

Seher vakti kalk ey ahmak
Sada verir her bir yaprak
Nefsinin gözüne toprak
Atan(3) vakt-i seherlerde

Guş eyle(4) müminin hası
Gel yatıp da olma asi
Gelsin mücevher elması
Satan vakt-i seherlerde

Uyanıp getir salavat
Halık'a eyle ibadet
Uyumayı eder adet
Batan vakt-i seherlerde

Gel gözüm eyle tebabet
Böyle buyurmuş şeriat
Ruhsat'tan cüz'i nasihat
Tutan vakt-i seherlerde
",sivas
"Uyanıp da getir salat
Sela vakt-i seherlerde
Münacat et Gani Hakk'a
Çile vakt-i seherlerde

Geçirme vaktini gamla
Akıt gözden damla damla
Defolur başından cümle
Bela vakt-i seherlerde

Kendi ayıbına kıl nazar
Melekler seyrini yazar
Sevabın seninle gezer
Bile vakt-i seherlerde

Nasibini verir yoktan
Gerek azdan gerek çoktan
Muradını Gani Hak'tan
Dile vakt-i seherlerde

Doğru söyle sözüm hak mı
Yoksa her sözden alçak mı
Koyun kadar aklın yok mu
Mele vakt-i seherlerde

Kerem kıl kendini bildir
Gerek ağlat gerek güldür
Ruhsati bir zayıf kuldur
Güle vakt-i seherlerde
",sivas
"Beyhude gamlanma divane gönül
Cümle alemlerin rızkın veren var
Yattığın hatadan habersiz sanma
Kara karıncayı gece gören var

Hakkın toprağına mülküm var deme
Dam ile harmanda hakkım var deme
Güçlü kuvvetliyim arkam var deme
Sırtüstü insanı yere vuran var

Yoksul düşmüşsen de deme fakirim
Zenginliğin sonu nedir okurum
Ben güzelim deyi halı dokurum
Nice Züleyhalar Yusuf Kenan var

Aşıklık satarsın beyhude gözüm
Olura olmaza yoktur bir sözüm
Her seher dergaha tutarım yüzüm
Aşıkların sonu Aşık Noksan var
",sivas
"Hilebaz demişler bizlere amma
Ne hilem var ne hileciğim var
Kimisine baldan lezizim amma
Kimine zehirden acılığım var

Yüzümü çevirdim adu taşından
Kaynıyor kazanım aşk ateşinden
Değirmen döndürdüm gözüm yaşından
Usta olamazsam suculuğum var

Gahi usta eyler gahi suç eyler
Gahi yara eyler gah ilaç eyler
Hasılı dost beni eğlence eyler
Yar ile böyle bir cilveciğim var

Bak şu sofulara ne söylemişler
Agahi Kızılbaş şair demişler
Hacca gitmez deyi tan eylemişler
Benim ise kunde hacılığım var
",sivas
"Bir yanı Sivas'tır bir yanı Zara
Doğudan batıya yol var Hafik'te
Kıbrıs savaşında canını vermiş
Adem gibi şehit kul var Hafik'te

Yoğurdu doldurur çamdan yayığa
Heveslidir onlar palabıyığa
Bizden selam olsun Ahmet Ayığ'a
Dünyalarca şanlı dil var Hafik'te

İnsanları merttir güven bağlanır
Herkes gelir yiyip içip eğlenir
Yurdumuza çokça döviz sağlanır
Turistleri çeken göl var Hafik'te

Eller nasırlı yüzleri nurmuş
Kazma balta ile düşmana vurmuş
Kocaları cephelerde can vermiş
Kara Fatma gibi dul var Hafik'te

Yiğitleri vardır silah kolunda
Hafik halkı Atatürk'ün yolunda
Ata'nın yüzüncü doğum yılında
Ali ile coşan tel var Hafik'te
",sivas
